# 0.3,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.85,0.9,0.95,1.0,1.25,1.5,3.0,
# 0.0,0.2,0.4,0.6,
9.974629592043839921e-01,9.969710876548875111e-01,9.948538493207080835e-01
9.968981150083512377e-01,9.954368391764051305e-01,9.934110491637100360e-01
9.966673201333071663e-01,9.959996097180212615e-01,9.922770886964661363e-01
9.954721862871928062e-01,9.963363081258806986e-01,9.936894297949064869e-01
9.939864040439253534e-01,9.960329267083208871e-01,9.943012884043607169e-01
9.952402334979792986e-01,9.950841962137851882e-01,9.919246298788694238e-01
9.948797217660129144e-01,9.953917050691244439e-01,9.926798217695734783e-01
9.941412607138981894e-01,9.941422594142259594e-01,9.895794566430964334e-01
9.946504105498880088e-01,9.945695575786615006e-01,9.905533063427800489e-01
9.936680901192754822e-01,9.937168662870606850e-01,9.874928936895963627e-01
9.938046647230320829e-01,9.963759362164774647e-01,9.897884755652808231e-01
9.905598243688255033e-01,9.939246658566220916e-01,9.925373134328357994e-01
9.917893544733862310e-01,9.949258391881342645e-01,9.918699186991869476e-01
9.930018416206261023e-01,9.926851025869759537e-01,9.830334190231362346e-01
9.907485281749369710e-01,9.919724770642202039e-01,9.862068965517241104e-01
9.850746268656715987e-01,1.000000000000000000e+00,9.629629629629629095e-01
