# 0.3,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.85,0.9,0.95,1.0,1.25,1.5,3.0,
# 0.0,0.2,0.4,0.6,
1.000000000000000000e+00,1.009259259259259300e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.003891050583657574e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.004255319148936065e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.010869565217391353e+00,1.000000000000000000e+00
1.011695906432748648e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.008620689655172376e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.010000000000000009e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.003412969283276501e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.010989010989010950e+00,1.020000000000000018e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
