# 0.3,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.85,0.9,0.95,1.0,1.25,1.5,3.0,
# 0.0,0.2,0.4,0.6,
1.002232595900142131e+00,1.003487838458008152e+00,1.004734458624948479e+00
1.001908852302552999e+00,1.003338898163605997e+00,1.006588950836289964e+00
1.002940599882375938e+00,1.004000390281978738e+00,1.007722911303533753e+00
1.004250600628349588e+00,1.004978863316110749e+00,1.006310570205093624e+00
1.004357678229039541e+00,1.005256372111474672e+00,1.009167492566897861e+00
1.004400538841490720e+00,1.005229578495973275e+00,1.009421265141319024e+00
1.006666022606511390e+00,1.005671747607231437e+00,1.008274984086569015e+00
1.003797331018769556e+00,1.004323570432356982e+00,1.014142165984369237e+00
1.006469270962926155e+00,1.006548474684555217e+00,1.012595591542959861e+00
1.006184656162568025e+00,1.004516002356175219e+00,1.013075611142694621e+00
1.005466472303206960e+00,1.006764919062575592e+00,1.007293946024799380e+00
1.007244785949505950e+00,1.005164034021871267e+00,1.011194029850746245e+00
1.004813137032842585e+00,1.005074160811865625e+00,1.009291521486643362e+00
1.006261510128913406e+00,1.007136485280999194e+00,1.013881748071979505e+00
1.006728343145500526e+00,1.004587155963302836e+00,1.031034482758620641e+00
1.014925373134328401e+00,1.028571428571428470e+00,1.018518518518518601e+00
