# 0.3,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.85,0.9,0.95,1.0,1.25,1.5,3.0,
# 0.0,0.2,0.4,0.6,
1.000000000000000000e+00,1.027777777777777679e+00,1.013888888888888840e+00
1.000000000000000000e+00,1.005780346820809301e+00,1.007936507936507908e+00
1.000000000000000000e+00,1.013043478260869490e+00,1.015267175572519109e+00
1.000000000000000000e+00,1.003816793893129722e+00,1.005952380952380931e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.004201680672268893e+00,1.004255319148936065e+00,1.007575757575757569e+00
1.004237288135593209e+00,1.004347826086956497e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.010869565217391353e+00,1.012048192771084265e+00
1.005847953216374213e+00,1.005347593582887722e+00,1.012048192771084265e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.018518518518518601e+00
1.006944444444444420e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.020000000000000018e+00,1.000000000000000000e+00
1.009708737864077666e+00,1.012658227848101333e+00,1.000000000000000000e+00
1.009036144578313143e+00,1.010238907849829282e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.010989010989010950e+00,1.020000000000000018e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
