# 0.3,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.85,0.9,0.95,1.0,1.25,1.5,3.0,
# 0.0,0.2,0.4,0.6,
9.771689497716895545e-01,9.869375907111757051e-01,9.540983606557377206e-01
1.013131313131313105e+00,1.000000000000000000e+00,9.647058823529411908e-01
9.951287404314543839e-01,9.956204379562042517e-01,1.018621973929236368e+00
9.868721461187213162e-01,1.030199039121482585e+00,9.932659932659932966e-01
9.950440528634361126e-01,9.885423297262888598e-01,1.035532994923857864e+00
1.004057971014492789e+00,9.943100995732574443e-01,9.608938547486033377e-01
9.940688018979834117e-01,1.006944444444444642e+00,1.014675052410901390e+00
1.027063599458728049e+00,9.933829611248966573e-01,1.002415458937198078e+00
9.788519637462234080e-01,1.011340206185566970e+00,9.854651162790697416e-01
9.961832061068702782e-01,9.838509316770186475e-01,1.016447368421052655e+00
9.894179894179895296e-01,9.821693907875185259e-01,1.064935064935064846e+00
9.878213802435723556e-01,1.028828828828828756e+00,1.016393442622950838e+00
9.591503267973856550e-01,1.004504504504504458e+00,8.661971830985916165e-01
1.019890260631001411e+00,9.714013346043851582e-01,1.034700315457413256e+00
1.047008547008546842e+00,1.000000000000000000e+00,9.230769230769231282e-01
9.333333333333333481e-01,6.923076923076924016e-01,1.375000000000000222e+00
